重庆电信-组播1,#genre#
兵团卫视,http://www.wpfhome.cn:5555/rtp/235.254.197.183:7980
湖南卫视4K,http://www.wpfhome.cn:5555/rtp/235.254.197.196:7980
浙江卫视4K,http://www.wpfhome.cn:5555/rtp/235.254.197.194:7980
江苏卫视4K,http://www.wpfhome.cn:5555/rtp/235.254.197.191:7980
北京卫视4K,http://www.wpfhome.cn:5555/rtp/235.254.197.52:7980
北京卫视4K,http://www.wpfhome.cn:5555/rtp/235.254.197.50:7980
东方卫视4K,http://www.wpfhome.cn:5555/rtp/235.254.197.190:7980
广东卫视4K,http://www.wpfhome.cn:5555/rtp/235.254.197.55:7980
深圳卫视4K,http://www.wpfhome.cn:5555/rtp/235.254.197.56:7980
山东卫视4K,http://www.wpfhome.cn:5555/rtp/235.254.197.195:7980
四川卫视4K,http://www.wpfhome.cn:5555/rtp/235.254.197.197:7980
CCTV-卫生健康,http://www.wpfhome.cn:5555/rtp/235.254.197.146:7980
CCTV-风云足球,http://www.wpfhome.cn:5555/rtp/235.254.199.204:7980
CCTV-央视文化精品,http://www.wpfhome.cn:5555/rtp/235.254.199.210:7980
CCTV-风云音乐,http://www.wpfhome.cn:5555/rtp/235.254.199.208:7980
CCTV-第一剧场,http://www.wpfhome.cn:5555/rtp/235.254.199.211:7980
CCTV-怀旧剧场,http://www.wpfhome.cn:5555/rtp/235.254.199.205:7980
CCTV-风云剧场,http://www.wpfhome.cn:5555/rtp/235.254.199.207:7980
CCTV-世界地理,http://www.wpfhome.cn:5555/rtp/235.254.199.194:7980
CCTV-电视指南,http://www.wpfhome.cn:5555/rtp/235.254.199.189:7980
CCTV-兵器科技,http://www.wpfhome.cn:5555/rtp/235.254.199.202:7980
CCTV-女性时尚,http://www.wpfhome.cn:5555/rtp/235.254.199.195:7980
CCTV-央视台球,http://www.wpfhome.cn:5555/rtp/235.254.199.193:7980
CETV早期教育,http://www.wpfhome.cn:5555/rtp/235.254.199.201:7980
CETV-1综合教育,http://www.wpfhome.cn:5555/rtp/235.254.199.196:7980
CETV-4职业教育,http://www.wpfhome.cn:5555/rtp/235.254.197.53:7980
CHC家庭影院,http://www.wpfhome.cn:5555/rtp/235.254.198.246:7980
CHC家庭影院,http://www.wpfhome.cn:5555/rtp/235.254.199.246:7980
CHC影迷电影,http://www.wpfhome.cn:5555/rtp/235.254.198.248:7980
CHC影迷电影,http://www.wpfhome.cn:5555/rtp/235.254.199.248:7980
CHC动作电影,http://www.wpfhome.cn:5555/rtp/235.254.198.247:7980
CHC动作电影,http://www.wpfhome.cn:5555/rtp/235.254.199.247:7980
中国交通,http://www.wpfhome.cn:5555/rtp/235.254.197.145:7980
华数爱上4K电影,http://www.wpfhome.cn:5555/rtp/235.254.198.102:7980
华数经典电影,http://www.wpfhome.cn:5555/rtp/235.254.198.114:1732
华数动作影院,http://www.wpfhome.cn:5555/rtp/235.254.198.99:1672
华数喜剧影院,http://www.wpfhome.cn:5555/rtp/235.254.198.98:1668
华数家庭影院,http://www.wpfhome.cn:5555/rtp/235.254.198.100:1676
华数星影,http://www.wpfhome.cn:5555/rtp/235.254.198.101:1680
华数热播剧场,http://www.wpfhome.cn:5555/rtp/235.254.198.113:1728
华数古装剧场,http://www.wpfhome.cn:5555/rtp/235.254.198.76:1580
华数城市剧场,http://www.wpfhome.cn:5555/rtp/235.254.198.74:1572
华数军旅剧场,http://www.wpfhome.cn:5555/rtp/235.254.198.75:1576
华数魅力时尚,http://www.wpfhome.cn:5555/rtp/235.254.198.115:1736
华数少儿动画,http://www.wpfhome.cn:5555/rtp/235.254.198.116:1740
华数动画,http://www.wpfhome.cn:5555/rtp/235.254.198.87:1624
华数动画,rtp:/235.254.199.87:7980
华数精选,http://www.wpfhome.cn:5555/rtp/235.254.198.81:1600
华数谍战剧场,http://www.wpfhome.cn:5555/rtp/235.254.198.117:1744
华数武侠剧场,http://www.wpfhome.cn:5555/rtp/235.254.198.97:1664
IPTV10野外,http://www.wpfhome.cn:5555/rtp/235.254.198.119:1752
IPTV11戏曲,http://www.wpfhome.cn:5555/rtp/235.254.198.85:1616
IPTV12法治,http://www.wpfhome.cn:5555/rtp/235.254.198.120:1756
IPTV14早教,http://www.wpfhome.cn:5555/rtp/235.254.198.86:1620
IPTV15音乐,http://www.wpfhome.cn:5555/rtp/235.254.198.77:1584
IPTV3综艺,http://www.wpfhome.cn:5555/rtp/235.254.198.13:1328
IPTV5体育,http://www.wpfhome.cn:5555/rtp/235.254.198.14:1332
IPTV6华数电影,http://www.wpfhome.cn:5555/rtp/235.254.198.15:1336
IPTV7军事,http://www.wpfhome.cn:5555/rtp/235.254.198.83:1608
IPTV8电视剧,http://www.wpfhome.cn:5555/rtp/235.254.198.16:1340
IPTV国学,http://www.wpfhome.cn:5555/rtp/235.254.198.84:1612
IPTV地理,http://www.wpfhome.cn:5555/rtp/235.254.198.78:1588
IPTV墨宝,http://www.wpfhome.cn:5555/rtp/235.254.198.90:1636
IPTV好学生,http://www.wpfhome.cn:5555/rtp/235.254.198.88:1628
IPTV少儿,http://www.wpfhome.cn:5555/rtp/235.254.199.15:7980
IPTV武术,http://www.wpfhome.cn:5555/rtp/235.254.198.94:1652
IPTV爱生活,http://www.wpfhome.cn:5555/rtp/235.254.198.93:1648
IPTV电视剧,http://www.wpfhome.cn:5555/rtp/235.254.199.74:7980
IPTV相声小品,http://www.wpfhome.cn:5555/rtp/235.254.198.118:1748
IPTV美人,http://www.wpfhome.cn:5555/rtp/235.254.198.80:1596
IPTV美妆,http://www.wpfhome.cn:5555/rtp/235.254.198.79:1592
IPTV解密,http://www.wpfhome.cn:5555/rtp/235.254.198.82:1604
IPTV足球,http://www.wpfhome.cn:5555/rtp/235.254.198.96:1660
IPTV鉴赏,http://www.wpfhome.cn:5555/rtp/235.254.198.89:1632
北京优优宝贝,http://www.wpfhome.cn:5555/rtp/235.254.197.137:7980
北京卡酷少儿,http://www.wpfhome.cn:5555/rtp/235.254.198.49:1472
上海东方财经,http://www.wpfhome.cn:5555/rtp/235.254.198.103:7980
上海东方财经,http://www.wpfhome.cn:5555/rtp/235.254.199.103:7980
上海动漫秀场,http://www.wpfhome.cn:5555/rtp/235.254.197.152:7980
上海游戏风云,http://www.wpfhome.cn:5555/rtp/235.254.197.159:7980
上海乐游,http://www.wpfhome.cn:5555/rtp/235.254.197.153:7980
上海法治天地,http://www.wpfhome.cn:5555/rtp/235.254.197.154:7980
上海都市剧场,http://www.wpfhome.cn:5555/rtp/235.254.197.151:7980
上海多彩文体4K,http://www.wpfhome.cn:5555/rtp/235.254.197.150:7980
上海金色学堂,http://www.wpfhome.cn:5555/rtp/235.254.197.157:7980
上海生活时尚,http://www.wpfhome.cn:5555/rtp/235.254.197.160:7980
上海纪实人文,http://www.wpfhome.cn:5555/rtp/235.254.198.121:1760
上海魅力足球,http://www.wpfhome.cn:5555/rtp/235.254.197.173:7980
杭州求索纪录,http://www.wpfhome.cn:5555/rtp/235.254.199.251:7980
河南梨园,http://www.wpfhome.cn:5555/rtp/235.254.199.163:7980
河南文物宝库,http://www.wpfhome.cn:5555/rtp/235.254.199.132:7980
湖北精彩影视,http://www.wpfhome.cn:5555/rtp/235.254.199.250:7980
湖北快乐垂钓,http://www.wpfhome.cn:5555/rtp/235.254.199.191:7980
湖南茶频道,http://www.wpfhome.cn:5555/rtp/235.254.199.198:7980
湖南金鹰卡通,http://www.wpfhome.cn:5555/rtp/235.254.198.50:1476
广东嘉佳卡通,http://www.wpfhome.cn:5555/rtp/235.254.198.110:1716
光影,http://www.wpfhome.cn:5555/rtp/235.254.198.91:1640

开州综合,http://www.wpfhome.cn:5555/rtp/235.254.198.145:1870

CCTV高尔夫网球,http://www.wpfhome.cn:5555/rtp/235.254.199.192:7980
华数电影1,rtp:/235.254.199.116:7980
华数电影2,http://www.wpfhome.cn:5555/rtp/235.254.199.114:7980
华数电影3,http://www.wpfhome.cn:5555/rtp/235.254.199.81:7980
华数电影4,http://www.wpfhome.cn:5555/rtp/235.254.199.98:7980
华数电影4K,http://www.wpfhome.cn:5555/rtp/235.254.199.102:7980
华数电影5,http://www.wpfhome.cn:5555/rtp/235.254.199.99:7980
华数电影6,http://www.wpfhome.cn:5555/rtp/235.254.199.100:7980
华数电影7,http://www.wpfhome.cn:5555/rtp/235.254.199.101:7980
华数电视剧1,http://www.wpfhome.cn:5555/rtp/235.254.199.115:7980
华数电视剧2,http://www.wpfhome.cn:5555/rtp/235.254.199.16:7980
华数电视剧3,http://www.wpfhome.cn:5555/rtp/235.254.199.117:7980
华数电视剧4,rtp;//235.254.199.113:7980
华数电视剧5,http://www.wpfhome.cn:5555/rtp/235.254.199.75:7980
华数电视剧6,http://www.wpfhome.cn:5555/rtp/235.254.199.76:7980
华数电视剧7,http://www.wpfhome.cn:5555/rtp/235.254.199.91:7980
华数电视剧8,http://www.wpfhome.cn:5555/rtp/235.254.199.97:7980
旅游卫视,http://www.wpfhome.cn:5555/rtp/235.254.198.176:7980
旅游卫视,http://www.wpfhome.cn:5555/rtp/235.254.199.176:7980
电影4,http://www.wpfhome.cn:5555/rtp/235.254.199.95:7980
百视通精彩导视,http://www.wpfhome.cn:5555/rtp/235.254.196.101:1162
重广融媒,http://www.wpfhome.cn:5555/rtp/235.254.196.218:1146

重庆电信-组播5,#genre#
重庆卫视,http://2.wyb.cq.cn:8181/rtp/235.254.196.249:1268
重庆卫视,http://2.wyb.cq.cn:8181/rtp/235.254.197.237:7980

重庆少儿频道,http://2.wyb.cq.cn:8181/rtp/235.254.196.214:1128
重庆影视剧频道,http://2.wyb.cq.cn:8181/rtp/235.254.198.180:7980
重庆文体娱乐,http://2.wyb.cq.cn:8181/rtp/235.254.198.187:7980
重庆新农村,http://2.wyb.cq.cn:8181/rtp/235.254.198.186:7980
重庆新闻频道,http://2.wyb.cq.cn:8181/rtp/235.254.196.199:7980
重庆汽摩频道,http://2.wyb.cq.cn:8181/rtp/235.254.196.221:1156
重庆社会与法,http://2.wyb.cq.cn:8181/rtp/235.254.198.181:7980
重庆移动频道,http://2.wyb.cq.cn:8181/rtp/235.254.196.217:1140
重庆红叶频道,http://2.wyb.cq.cn:8181/rtp/235.254.196.215:1132
重庆红岩文化,http://2.wyb.cq.cn:8181/rtp/235.254.198.182:7980

CCTV-1综合,http://2.wyb.cq.cn:8181/rtp/235.254.198.51:1480
CCTV-1综合,http://2.wyb.cq.cn:8181/rtp/235.254.199.51:7980
CCTV-1综合,http://2.wyb.cq.cn:8181/rtp/235.254.199.147:7980
CCTV-2财经,http://2.wyb.cq.cn:8181/rtp/235.254.198.52:1484
CCTV-2财经,http://2.wyb.cq.cn:8181/rtp/235.254.199.52:7980
CCTV-3综艺,http://2.wyb.cq.cn:8181/rtp/235.254.198.53:1488
CCTV-3综艺,http://2.wyb.cq.cn:8181/rtp/235.254.199.53:7980
CCTV-4中文国际,http://2.wyb.cq.cn:8181/rtp/235.254.198.183:7980
CCTV-4中文国际,http://2.wyb.cq.cn:8181/rtp/235.254.199.183:7980
CCTV-5体育,http://2.wyb.cq.cn:8181/rtp/235.254.198.54:1492
CCTV-5体育,http://2.wyb.cq.cn:8181/rtp/235.254.199.54:7980
CCTV-5体育,http://2.wyb.cq.cn:8181/rtp/235.254.199.146:7980
CCTV-5+体育赛事,http://2.wyb.cq.cn:8181/rtp/235.254.198.122:1764
CCTV-5+体育赛事,http://2.wyb.cq.cn:8181/rtp/235.254.199.121:7980
CCTV-6电影,http://2.wyb.cq.cn:8181/rtp/235.254.198.55:1496
CCTV-6电影,http://2.wyb.cq.cn:8181/rtp/235.254.199.55:7980
CCTV-7国防军事,http://2.wyb.cq.cn:8181/rtp/235.254.198.56:1500
CCTV-7国防军事,http://2.wyb.cq.cn:8181/rtp/235.254.199.56:7980
CCTV-8电视剧,http://2.wyb.cq.cn:8181/rtp/235.254.198.57:1504
CCTV-8电视剧,http://2.wyb.cq.cn:8181/rtp/235.254.199.92:7980
CCTV-8电视剧,http://2.wyb.cq.cn:8181/rtp/235.254.199.57:7980
CCTV-9纪录,http://2.wyb.cq.cn:8181/rtp/235.254.198.58:1508
CCTV-9纪录,http://2.wyb.cq.cn:8181/rtp/235.254.199.58:7980
CCTV-10科教,http://2.wyb.cq.cn:8181/rtp/235.254.198.59:1512
CCTV-10科教,http://2.wyb.cq.cn:8181/rtp/235.254.199.59:7980
CCTV-11戏曲,http://2.wyb.cq.cn:8181/rtp/235.254.198.7:1304
CCTV-11戏曲,http://2.wyb.cq.cn:8181/rtp/235.254.197.161:7980
CCTV-12社会与法,http://2.wyb.cq.cn:8181/rtp/235.254.198.60:1516
CCTV-12社会与法,http://2.wyb.cq.cn:8181/rtp/235.254.199.60:7980
CCTV-13新闻,http://2.wyb.cq.cn:8181/rtp/235.254.198.9:1312
CCTV-13新闻,http://2.wyb.cq.cn:8181/rtp/235.254.197.162:7980
CCTV-14少儿,http://2.wyb.cq.cn:8181/rtp/235.254.198.61:1520
CCTV-14少儿,http://2.wyb.cq.cn:8181/rtp/235.254.199.61:7980
CCTV-15音乐,http://2.wyb.cq.cn:8181/rtp/235.254.198.11:1320
CCTV-15音乐,http://2.wyb.cq.cn:8181/rtp/235.254.197.163:7980
CCTV-17农业农村,http://2.wyb.cq.cn:8181/rtp/235.254.198.130:7980
CCTV-17农业农村,http://2.wyb.cq.cn:8181/rtp/235.254.199.130:7980
湖南卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.62:1524
湖南卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.62:7980
浙江卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.63:1528
浙江卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.63:7980
江苏卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.64:1532
江苏卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.64:7980
北京卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.66:1540
北京卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.66:7980
东方卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.73:1568
东方卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.73:7980
安徽卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.65:1536
安徽卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.65:7980
广东卫视,http://2.wyb.cq.cn:8181/rtp/235.254.196.204:1088
广东卫视,http://2.wyb.cq.cn:8181/rtp/235.254.197.186:7980
深圳卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.71:1560
深圳卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.71:7980
辽宁卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.68:1548
辽宁卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.68:7980
山东卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.69:1552
山东卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.69:7980
天津卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.67:1544
天津卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.67:7980
东南卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.129:7980
东南卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.129:7980
河北卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.184:7980
河北卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.184:7980
河南卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.26:1380
河南卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.135:7980
河南卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.135:7980
湖北卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.72:1564
湖北卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.72:7980
陕西卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.40:1436
四川卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.175:7980
四川卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.175:7980
海南卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.44:1452
甘肃卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.48:1468
甘肃卫视,http://2.wyb.cq.cn:8181/rtp/235.254.197.176:7980
广西卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.38:1428
贵州卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.185:7980
贵州卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.185:7980
黑龙江卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.70:1556
黑龙江卫视,http://2.wyb.cq.cn:8181/rtp/235.254.197.243:7980
黑龙江卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.70:7980
江西卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.29:1392
江西卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.190:7980
江西卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.190:7980
吉林卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.39:1432
内蒙古卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.42:1444
宁夏卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.45:1456
宁夏卫视,http://2.wyb.cq.cn:8181/rtp/235.254.197.138:7980
山西卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.41:1440
新疆卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.47:1464
新疆卫视,http://2.wyb.cq.cn:8181/rtp/235.254.197.178:7980
云南卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.25:1376
云南卫视,http://2.wyb.cq.cn:8181/rtp/235.254.197.177:7980
青海卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.43:1448
西藏卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.46:1460
西藏卫视,http://2.wyb.cq.cn:8181/rtp/235.254.197.184:7980
兵团卫视,http://2.wyb.cq.cn:8181/rtp/235.254.197.183:7980
湖南卫视4K,http://2.wyb.cq.cn:8181/rtp/235.254.197.196:7980
浙江卫视4K,http://2.wyb.cq.cn:8181/rtp/235.254.197.194:7980
江苏卫视4K,http://2.wyb.cq.cn:8181/rtp/235.254.197.191:7980
北京卫视4K,http://2.wyb.cq.cn:8181/rtp/235.254.197.52:7980
北京卫视4K,http://2.wyb.cq.cn:8181/rtp/235.254.197.50:7980
东方卫视4K,http://2.wyb.cq.cn:8181/rtp/235.254.197.190:7980
广东卫视4K,http://2.wyb.cq.cn:8181/rtp/235.254.197.55:7980
深圳卫视4K,http://2.wyb.cq.cn:8181/rtp/235.254.197.56:7980
山东卫视4K,http://2.wyb.cq.cn:8181/rtp/235.254.197.195:7980
四川卫视4K,http://2.wyb.cq.cn:8181/rtp/235.254.197.197:7980
CCTV-卫生健康,http://2.wyb.cq.cn:8181/rtp/235.254.197.146:7980
CCTV-风云足球,http://2.wyb.cq.cn:8181/rtp/235.254.199.204:7980
CCTV-央视文化精品,http://2.wyb.cq.cn:8181/rtp/235.254.199.210:7980
CCTV-风云音乐,http://2.wyb.cq.cn:8181/rtp/235.254.199.208:7980
CCTV-第一剧场,http://2.wyb.cq.cn:8181/rtp/235.254.199.211:7980
CCTV-怀旧剧场,http://2.wyb.cq.cn:8181/rtp/235.254.199.205:7980
CCTV-风云剧场,http://2.wyb.cq.cn:8181/rtp/235.254.199.207:7980
CCTV-世界地理,http://2.wyb.cq.cn:8181/rtp/235.254.199.194:7980
CCTV-电视指南,http://2.wyb.cq.cn:8181/rtp/235.254.199.189:7980
CCTV-兵器科技,http://2.wyb.cq.cn:8181/rtp/235.254.199.202:7980
CCTV-女性时尚,http://2.wyb.cq.cn:8181/rtp/235.254.199.195:7980
CCTV-央视台球,http://2.wyb.cq.cn:8181/rtp/235.254.199.193:7980
CETV早期教育,http://2.wyb.cq.cn:8181/rtp/235.254.199.201:7980
CETV-1综合教育,http://2.wyb.cq.cn:8181/rtp/235.254.199.196:7980
CETV-4职业教育,http://2.wyb.cq.cn:8181/rtp/235.254.197.53:7980
CHC家庭影院,http://2.wyb.cq.cn:8181/rtp/235.254.198.246:7980
CHC家庭影院,http://2.wyb.cq.cn:8181/rtp/235.254.199.246:7980
CHC影迷电影,http://2.wyb.cq.cn:8181/rtp/235.254.198.248:7980
CHC影迷电影,http://2.wyb.cq.cn:8181/rtp/235.254.199.248:7980
CHC动作电影,http://2.wyb.cq.cn:8181/rtp/235.254.198.247:7980
CHC动作电影,http://2.wyb.cq.cn:8181/rtp/235.254.199.247:7980
中国交通,http://2.wyb.cq.cn:8181/rtp/235.254.197.145:7980
华数爱上4K电影,http://2.wyb.cq.cn:8181/rtp/235.254.198.102:7980
华数经典电影,http://2.wyb.cq.cn:8181/rtp/235.254.198.114:1732
华数动作影院,http://2.wyb.cq.cn:8181/rtp/235.254.198.99:1672
华数喜剧影院,http://2.wyb.cq.cn:8181/rtp/235.254.198.98:1668
华数家庭影院,http://2.wyb.cq.cn:8181/rtp/235.254.198.100:1676
华数星影,http://2.wyb.cq.cn:8181/rtp/235.254.198.101:1680
华数热播剧场,http://2.wyb.cq.cn:8181/rtp/235.254.198.113:1728
华数古装剧场,http://2.wyb.cq.cn:8181/rtp/235.254.198.76:1580
华数城市剧场,http://2.wyb.cq.cn:8181/rtp/235.254.198.74:1572
华数军旅剧场,http://2.wyb.cq.cn:8181/rtp/235.254.198.75:1576
华数魅力时尚,http://2.wyb.cq.cn:8181/rtp/235.254.198.115:1736
华数少儿动画,http://2.wyb.cq.cn:8181/rtp/235.254.198.116:1740
华数动画,http://2.wyb.cq.cn:8181/rtp/235.254.198.87:1624
华数动画,rtp:/235.254.199.87:7980
华数精选,http://2.wyb.cq.cn:8181/rtp/235.254.198.81:1600
华数谍战剧场,http://2.wyb.cq.cn:8181/rtp/235.254.198.117:1744
华数武侠剧场,http://2.wyb.cq.cn:8181/rtp/235.254.198.97:1664
IPTV10野外,http://2.wyb.cq.cn:8181/rtp/235.254.198.119:1752
IPTV11戏曲,http://2.wyb.cq.cn:8181/rtp/235.254.198.85:1616
IPTV12法治,http://2.wyb.cq.cn:8181/rtp/235.254.198.120:1756
IPTV14早教,http://2.wyb.cq.cn:8181/rtp/235.254.198.86:1620
IPTV15音乐,http://2.wyb.cq.cn:8181/rtp/235.254.198.77:1584
IPTV3综艺,http://2.wyb.cq.cn:8181/rtp/235.254.198.13:1328
IPTV5体育,http://2.wyb.cq.cn:8181/rtp/235.254.198.14:1332
IPTV6华数电影,http://2.wyb.cq.cn:8181/rtp/235.254.198.15:1336
IPTV7军事,http://2.wyb.cq.cn:8181/rtp/235.254.198.83:1608
IPTV8电视剧,http://2.wyb.cq.cn:8181/rtp/235.254.198.16:1340
IPTV国学,http://2.wyb.cq.cn:8181/rtp/235.254.198.84:1612
IPTV地理,http://2.wyb.cq.cn:8181/rtp/235.254.198.78:1588
IPTV墨宝,http://2.wyb.cq.cn:8181/rtp/235.254.198.90:1636
IPTV好学生,http://2.wyb.cq.cn:8181/rtp/235.254.198.88:1628
IPTV少儿,http://2.wyb.cq.cn:8181/rtp/235.254.199.15:7980
IPTV武术,http://2.wyb.cq.cn:8181/rtp/235.254.198.94:1652
IPTV爱生活,http://2.wyb.cq.cn:8181/rtp/235.254.198.93:1648
IPTV电视剧,http://2.wyb.cq.cn:8181/rtp/235.254.199.74:7980
IPTV相声小品,http://2.wyb.cq.cn:8181/rtp/235.254.198.118:1748
IPTV美人,http://2.wyb.cq.cn:8181/rtp/235.254.198.80:1596
IPTV美妆,http://2.wyb.cq.cn:8181/rtp/235.254.198.79:1592
IPTV解密,http://2.wyb.cq.cn:8181/rtp/235.254.198.82:1604
IPTV足球,http://2.wyb.cq.cn:8181/rtp/235.254.198.96:1660
IPTV鉴赏,http://2.wyb.cq.cn:8181/rtp/235.254.198.89:1632
北京优优宝贝,http://2.wyb.cq.cn:8181/rtp/235.254.197.137:7980
北京卡酷少儿,http://2.wyb.cq.cn:8181/rtp/235.254.198.49:1472
上海东方财经,http://2.wyb.cq.cn:8181/rtp/235.254.198.103:7980
上海东方财经,http://2.wyb.cq.cn:8181/rtp/235.254.199.103:7980
上海动漫秀场,http://2.wyb.cq.cn:8181/rtp/235.254.197.152:7980
上海游戏风云,http://2.wyb.cq.cn:8181/rtp/235.254.197.159:7980
上海乐游,http://2.wyb.cq.cn:8181/rtp/235.254.197.153:7980
上海法治天地,http://2.wyb.cq.cn:8181/rtp/235.254.197.154:7980
上海都市剧场,http://2.wyb.cq.cn:8181/rtp/235.254.197.151:7980
上海多彩文体4K,http://2.wyb.cq.cn:8181/rtp/235.254.197.150:7980
上海金色学堂,http://2.wyb.cq.cn:8181/rtp/235.254.197.157:7980
上海生活时尚,http://2.wyb.cq.cn:8181/rtp/235.254.197.160:7980
上海纪实人文,http://2.wyb.cq.cn:8181/rtp/235.254.198.121:1760
上海魅力足球,http://2.wyb.cq.cn:8181/rtp/235.254.197.173:7980
杭州求索纪录,http://2.wyb.cq.cn:8181/rtp/235.254.199.251:7980
河南梨园,http://2.wyb.cq.cn:8181/rtp/235.254.199.163:7980
河南文物宝库,http://2.wyb.cq.cn:8181/rtp/235.254.199.132:7980
湖北精彩影视,http://2.wyb.cq.cn:8181/rtp/235.254.199.250:7980
湖北快乐垂钓,http://2.wyb.cq.cn:8181/rtp/235.254.199.191:7980
湖南茶频道,http://2.wyb.cq.cn:8181/rtp/235.254.199.198:7980
湖南金鹰卡通,http://2.wyb.cq.cn:8181/rtp/235.254.198.50:1476
广东嘉佳卡通,http://2.wyb.cq.cn:8181/rtp/235.254.198.110:1716
光影,http://2.wyb.cq.cn:8181/rtp/235.254.198.91:1640

开州综合,http://2.wyb.cq.cn:8181/rtp/235.254.198.145:1870

CCTV高尔夫网球,http://2.wyb.cq.cn:8181/rtp/235.254.199.192:7980
华数电影1,rtp:/235.254.199.116:7980
华数电影2,http://2.wyb.cq.cn:8181/rtp/235.254.199.114:7980
华数电影3,http://2.wyb.cq.cn:8181/rtp/235.254.199.81:7980
华数电影4,http://2.wyb.cq.cn:8181/rtp/235.254.199.98:7980
华数电影4K,http://2.wyb.cq.cn:8181/rtp/235.254.199.102:7980
华数电影5,http://2.wyb.cq.cn:8181/rtp/235.254.199.99:7980
华数电影6,http://2.wyb.cq.cn:8181/rtp/235.254.199.100:7980
华数电影7,http://2.wyb.cq.cn:8181/rtp/235.254.199.101:7980
华数电视剧1,http://2.wyb.cq.cn:8181/rtp/235.254.199.115:7980
华数电视剧2,http://2.wyb.cq.cn:8181/rtp/235.254.199.16:7980
华数电视剧3,http://2.wyb.cq.cn:8181/rtp/235.254.199.117:7980
华数电视剧4,rtp;//235.254.199.113:7980
华数电视剧5,http://2.wyb.cq.cn:8181/rtp/235.254.199.75:7980
华数电视剧6,http://2.wyb.cq.cn:8181/rtp/235.254.199.76:7980
华数电视剧7,http://2.wyb.cq.cn:8181/rtp/235.254.199.91:7980
华数电视剧8,http://2.wyb.cq.cn:8181/rtp/235.254.199.97:7980
旅游卫视,http://2.wyb.cq.cn:8181/rtp/235.254.198.176:7980
旅游卫视,http://2.wyb.cq.cn:8181/rtp/235.254.199.176:7980
电影4,http://2.wyb.cq.cn:8181/rtp/235.254.199.95:7980
百视通精彩导视,http://2.wyb.cq.cn:8181/rtp/235.254.196.101:1162
重广融媒,http://2.wyb.cq.cn:8181/rtp/235.254.196.218:1146
